Cost,Year,Make,Model,Mileage,Fuel Type,Image URL
26194,2020,Nissan,Altima,96378,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
51700,2021,Volkswagen,Jetta,57091,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
47069,2017,Hyundai,Tucson,93606,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
23990,2015,Mercedes-Benz,S-Class,76533,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
38101,2011,BMW,X3,139152,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
49012,2014,Mercedes-Benz,GLC,65944,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
52264,2012,Nissan,Sentra,53656,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
36887,2023,Toyota,Highlander,45488,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
68472,2012,Hyundai,Sonata,140864,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
62051,2010,Nissan,Sentra,70349,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
33674,2020,BMW,5 Series,131549,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
8063,2016,Volkswagen,Atlas,80467,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
69528,2014,Ford,Escape,11096,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
85473,2010,Volkswagen,Passat,126910,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
86327,2023,BMW,X3,37871,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
25471,2014,Audi,Q7,107701,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
5172,2022,Chevrolet,Camaro,69434,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
65032,2019,Chevrolet,Equinox,3506,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
58708,2017,Toyota,Camry,83732,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
76920,2010,BMW,7 Series,99316,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
92527,2018,Mercedes-Benz,GLC,102285,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
31155,2019,Chevrolet,Malibu,47276,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
52334,2018,Audi,A3,9061,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
7902,2016,Honda,Civic,34648,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
32847,2022,Toyota,Highlander,92539,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
81876,2019,Mercedes-Benz,GLC,48138,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
81711,2022,Audi,Q7,94490,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
20699,2022,Nissan,Murano,139087,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
37438,2017,Ford,Escape,46565,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
71123,2021,Nissan,Murano,133827,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
40944,2021,Nissan,Pathfinder,16676,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
48101,2012,Chevrolet,Malibu,116325,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
32441,2020,Honda,Accord,119701,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
6600,2020,Audi,A6,9679,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
26487,2020,Hyundai,Kona,54070,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
75079,2023,BMW,3 Series,68588,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
74183,2011,Volkswagen,Jetta,10460,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
32689,2013,Hyundai,Sonata,100451,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Sonata.jpg
19412,2016,Hyundai,Kona,44707,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
51062,2024,Hyundai,Kona,50018,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
94820,2012,Chevrolet,Malibu,43614,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
43092,2016,Volkswagen,Atlas,89289,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
34347,2018,Nissan,Rogue,103222,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
77570,2017,Toyota,Camry,68273,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
10588,2013,Volkswagen,Atlas,108254,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
76915,2022,Volkswagen,Golf,121364,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
82004,2018,Volkswagen,Tiguan,64016,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
43064,2014,Mercedes-Benz,S-Class,35158,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
93906,2017,Nissan,Murano,118310,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
90739,2010,BMW,X3,55893,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
39486,2015,Audi,Q5,113176,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
92699,2011,BMW,5 Series,22524,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
59423,2021,Audi,Q5,113394,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
91853,2018,Ford,Focus,55017,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
76040,2012,Chevrolet,Malibu,89971,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
65396,2012,Nissan,Sentra,137273,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
58078,2017,Chevrolet,Equinox,97725,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
97590,2021,Audi,Q7,102881,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
84753,2017,Nissan,Rogue,37702,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
27863,2015,Honda,Civic,143255,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
16653,2014,Nissan,Murano,68386,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
21814,2022,Nissan,Murano,141875,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
49326,2014,Mercedes-Benz,C-Class,97976,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
9060,2016,Toyota,Corolla,130337,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
68935,2022,Audi,A4,78549,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
19488,2024,Mercedes-Benz,GLE,33531,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLE.jpg
22023,2018,Hyundai,Tucson,106166,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
44083,2013,BMW,3 Series,108049,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
27583,2023,Volkswagen,Passat,35893,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
40510,2022,BMW,7 Series,76160,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
11985,2020,Ford,Mustang,66510,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
76268,2012,Chevrolet,Traverse,5443,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Traverse.jpg
89948,2010,Hyundai,Tucson,35617,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
59220,2013,Mercedes-Benz,S-Class,79174,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
36127,2013,BMW,3 Series,18393,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
86132,2017,Volkswagen,Jetta,9029,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
12436,2016,Honda,Accord,116131,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
30176,2023,Volkswagen,Atlas,25693,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
35803,2018,Mercedes-Benz,GLC,67824,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
29777,2018,Volkswagen,Tiguan,60556,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
64644,2012,Chevrolet,Malibu,92585,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
74005,2013,Volkswagen,Tiguan,138217,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
12473,2012,Chevrolet,Silverado,85127,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
99042,2016,Hyundai,Santa Fe,27367,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
80662,2019,Hyundai,Santa Fe,49669,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
27500,2015,Toyota,Corolla,141735,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
24494,2017,Chevrolet,Camaro,48932,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
86127,2021,Volkswagen,Atlas,65973,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
46579,2011,Mercedes-Benz,S-Class,45404,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
58406,2013,Honda,Pilot,27964,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
41381,2015,Nissan,Murano,16291,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
11011,2023,BMW,X5,86860,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
50567,2012,Ford,Explorer,40987,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
11532,2022,Ford,Focus,4020,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
9976,2020,Ford,Mustang,48435,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
83057,2010,Ford,Mustang,26538,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
31202,2012,Hyundai,Santa Fe,57499,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
89554,2010,Toyota,Highlander,21991,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
79167,2020,Hyundai,Tucson,71854,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
13546,2012,Ford,Focus,74290,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
59305,2011,Chevrolet,Camaro,137109,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
69686,2018,Ford,Mustang,69016,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
35741,2015,Ford,Mustang,126597,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
50634,2011,Audi,A6,132021,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
61997,2014,Volkswagen,Passat,126505,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
55362,2022,Honda,Pilot,106642,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
29316,2024,Ford,Explorer,146009,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
78937,2011,Audi,A3,78300,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
94363,2024,Honda,Odyssey,44140,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
